id;further_remarks
1007294;Für Musikunterricht und Ensembleleitung: Stimmübungen, Gitarre üben, Lieder raussuchen und für Gitarre arrangieren
1011208;Gitarre üben für Musikunterricht und Ensembleleitung
1002131;Malerarbeiten in der Schule
1002133;Malerarbeiten in der Schule
952496;GEW Fragebogen
997915;Überprüfung Termine Präsenztage
1006535;digital-Hygiene (iserv-Dateien, Gruppen, Texte löschen) Umfragen zur Konferenz (Fortbildungskonzept abstimmen, Termine eintragen für mich und im Ganztagsplan)
992976;Lesen Protokoll ALK
993030;Recherche zum Einsatzplan 24/25
993055;Terminplanung Zeugniskonferenzen
994132;Freiwillige Nachhilfedoppelstunde Chemie für SuS der 8. Klassen, weil die Arbeiten schlecht ausgefallen sind.
994163;Teilnahme an der Umfrage zur Nominierung von SuS für die Studienstiftung
994488;Lesen des Protokolls der Lehrerkonferenz
893954;erstellung Wochenplan
1007759;Urlaub
1007760;Urlaub
1007762;Urlaub
1007764;Urlaub
1007765;Urlaub
1007767;Urlaub
1007769;Urlaub
1007772;Urlaub
1007773;Urlaub
1007774;Urlaub
1007775;Urlaub
1007776;Urlaub
1007779;Urlaub
1007780;Urlaub
1007782;Urlaub
1007783;Urlaub
1007784;Urlaub
1007785;Urlaub
1007786;Urlaub
1007781;Urlaub, ich wusste nicht, wie ich Urlaub anders eintragen konnte.
957725;Krankmeldung
968072;Abschied Maren
972200;Kartons Packen für den Umzug zum anderen Standort
1001145;Antrag auf Sonderurlaub stellen
1002465;Vorbereitung Präsenztage
1003017;Angeboten Unterrichts- und Lehrmaterial sichten
1003018;FoBi Angebote sichten
1007507;Vorbereitung Präsenztage
1010942;Präsenztag
1010949;Präsenztag
976092;Sportfest Orga
1005242;Schulfotograf, Kollegiumsbilder
1016204;Schulfotograph
982892;Aufbauen Konferenz
908872;Einrichten des iPads einer Kollegin
945782;Praktikumsbesuch
1003900;Projektwoche
1003912;Projektwoche
1003924;Projektwoche
1003933;Projektwoche
938666;Abibuffet
938671;Abibuffet
938679;Abibuffet
1010700;Kollegen-Grillen
950972;Projektwoche
968627;Projektwoche
989748;Verabschiedungen
936702;Umfrage Arbeitsbelastung
899403;Elternabend
928636;Geschenktüten Schuljahresabschluss packen
968142;Vorbereitung Abschiedsfrühstück
968150;Abschied, anschließend aufräumen
982671;Übergabegespräche neue Schule
982675;Aufräumen
928228;Verabschiedung Kollegin
928230;Vorbereitung mndl Prüfung Abitur
998054;Notenberechnungen und Eintragungen Divis
998065;Notenberechnung und Eintragungen im System
998097;Kompetenzraster Englisch und insgesamt ausdrucken als Anlage  zum Zeugnis
998103;Erstellung/Berechnung Noten 12 und Eintragung
998106;Überprüfung Konsequenz Klassenkonferenz
998114;Korrekturen Arbeiten, Berechnung Noten mndl/schrftl.  Arbeit und Beruf, Eintragung
922401;Vorbereitung mdl. Abitur
922418;Schreiben von Beurteilungen
968421;Projektwoche
968429;Projektwoche
1005166;Kollegiumsabschiede
1002837;Verabschiedung KuK, Rede des Schulleiters
969933;Verabschiedung Abiturienten
937268;schulische Veranstaltung (Ausstellung)
995354;Untis
995364;Untis
995457;Pflanzen umgetragen
923773;"Arbeiten als Physikfachleitung; Absprachen mit dem Sekretariat und Kollegen; SuS-Gespräche; Organisatorisches"
923448;Erstellung eines Abschiedsgeschenks vom Kollegium für angehende Pensionäre
976476;Schulfest/Spendenlauf
977025;Praktikumsbesuche
1002690;Urlaub
1002691;Urlaub
1002694;Urlaub
1002696;Urlaub
1002698;Urlaub
1002699;Urlaub
1001617;Urlaub
1001618;Urlaub
1001620;Urlaub
1001622;Urlaub
1001623;Urlaub
1001614;Urlaub
1001624;Urlaub
1001625;Urlaub
1001626;Urlaub
1001627;Urlaub
1001628;Urlaub
1001629;Urlaub
1001630;Urlaub
1001631;Urlaub
1001632;Urlaub
1001633;Urlaub
1001634;Urlaub
1001647;Urlaub
1001649;Urlaub
1001650;Urlaub
1001651;Urlaub
1001652;Urlaub
900910;Praktikumsbesuch
900920;Betreuung Auffanggruppe ohne Praktikum
900922;Betreuung Auffanggruppe ohne Praktikum
971583;Praktikumsbesuche
971588;Praktikumsbesuche
915184;Vorbereitung mündliches Abitur
915191;Kopieren/Organisation der Prüfung und Durchführung mündliches Abitur
915196;Vorbereitung mündliches Abitur
981558;Abiturprüfungen
997245;Vorbereitung einer Fortbildung, die ich selbst erteile
997255;Vorbereitung einer Fortbildung, die ich selbst erteile (siehe 30.05.)
928344;Gespräch mit Sekretariat
983441;Verabschiedung der 5 Ausscheidungen Lehrkräfte
934869;Praktikumsbesuche in Jahrgang 10
934870;Praktikumsbesuche in Jahrgang 10
934872;Praktikumsbesuche in Jahrgang 10
934873;Praktikumsbesuche in Jahrgang 10
921765;Eltern-Mahnbriefe für verliehene Lektüren verfassen, drucken, adressieren, absenden
921766;Eltern-Mahnbriefe für verliehene Lektüren verfassen, drucken, adressieren, absenden
952508;Vorbereitung Umzug
952502;Umzug
952511;Umzug
993816;Proben Konzert
993995;Verabschiedung der KollegInnen
951113;Orchesterunterstützung
1000073;Verabschiedungen von Kollegen
1000120;Allgemeine Lektüre von päd. Literatur, Podcasts, ...
988617;Verabschiedung scheidender Kollegen
983126;Kollegiumsverabschiedung
935373;Unterstützung Buchrückgabe Lektüren Jg. 9
916097;eingehende Beschäftigung mit dem Fortbildungsportfolio 2022/2023 (heute erst von der Schulleitung zurückerhalten) (Überprüfung, Korrektur, detaillierte Rückmeldung an die Schulleitung)
993265;Wäsche abholen und waschen und aufhängen und zurückbringen.
996559;Urlaub
946103;Zeugniskommentare
991586;Schulkonzert
991603;Klassenfest
991604;Schulischer Poetry Slam / Hilfe beim Abbau
991614;Abiturentlassung
999959;Urlaubsbeginn
999962;Ferien
999964;Ferien
999965;Ferien
924493;Generalprobe 6k United alle 5. Klassen
924499;Noteneintragungen DiVis überprüfen/nachtragen
994045;Ausfüllen des Fragebogens zur Arbeitszeiterfassung
915300;Treffen für Abi-Graffiti
136304;Fahrt zum Gymnasium Ohmoor, Landesbildungsplankonferenz
411774;Befragung
264413;Vertretungsstatistik überprüfen
553487;Noteneintragung Jg. 9
710676;Noteneintragung Divis
302483;Verlorenes Portemonnaie Schüler
332356;Vorbereitung GEW Tag
475633;Zeitschriften für die Schule vorbereiten
475739;Zeitschriften in die Schule
486559;Zeitschriften in die Schule reinholen
487173;Für Schüler PL ausgedruckt
487213;Zeitschriften in die Schule
496150;Zeitschriften in die Schule
571169;Zeitschriften in die Schule
580999;Zeitschriften in die Schule
598798;Pflege GEW-Brett/Infomaterial
621312;Instagram Post Schule
657565;Orga Korrekturtag
681275;Hausmeister helfen
709883;Kollegentreffen und Gespräch
852700;Vorbereitung Zeugnis als Fachlehrer
865227;Zuarbeit Öffentlichkeitsarbeit HSG
869861;Zuarbeit Öffentlichkeitsarbeit
737251;Organisation KUR Unterrichtsbesuch am 11.6.24
388945;IT Einrichtung und Erarbeitung Kenntnisse OpenAI
270490;Anmeldung Fortbildungen
208791;Weg zwischen den Kampusen
639683;Mails, Recording für Chorkonzert
668642;Arbeitsweg (am unterrichtsfreien Tag)
676410;Anfahrt (zusätzlicher Schultermin)
681367;Heimweg (zusätzliche Schulveranstaltung)
692562;Üben und Absprache für Chorkonzert
718026;Arbeitsweg (an unterrichtsfreiem Tag)
718051;Arbeitsweg (an unterrichtsfreiem Tag)
509225;Umfrage Tro
509211;Bewerbung Golf
592405;Gesundheitsstudie
608625;Teilnahme an Lehrkräfte-Umfrage zur Schulinspektion
608755;Teilnahme an Lehrkräfte-Umfrage zur Schulinspektion
610745;verlorener Gegenstand Jonah
265911;E-Mails
298214;E-Mails
885896;Vorbereitung Abschied
651597;Eleni + USB-Stick
661082;Betreuung Amir
209195;Vorbereitung Elternpräsentation Vorstellung Latein als 2. FS
209200;Vorbereitung Elternpräsentation Latein als 2. FS
210384;Präsentation Musikprofil
222250;Schnupperunterricht Latein 5d
252360;Profilvorstellung Oberstufe
292626;Schnupperunterricht Latein
537751;Vorbesprechung Lateinreise mit Schüler:innen
627853;Betreuung Catering beim Musical
644199;Proben für das Chorprojekt
726771;Extraprobe Chor
860154;Nachtreffen der Lateinreise nach Rom
588717;None
684203;Räume + Fenster kontrolliert
486847;Klage wg dienstl Impfung
591978;Gewerkschaft
761574;Teilnahme Umfrage zu Cybermobbing
762470;Sitzung und Jahresversammlung BDK
879799;Feueralarm
767261;Copsoq Studie
767505;Feueralarm
776608;Vorbereitung Beurteilungshospitation
874355;Bereitschaft
793728;Sammlungspflege, nicht verWAZt
797209;Noteneingabe bei DIVIS
871495;Noteneingabe bei DIVIS
801388;Demo
823901;Divis
823896;Beurteilung Bb
832283;FoBi Portfolio
872457;Abgabe Schulgerät
849342;Tut neu Orga
853226;Noten
853851;Einkauf Schulfest
853827;Nachschreiber eingewiesen
859217;Neu 5 Orga
862400;Hausbesuch
894907;Zeugnisstexte schreiben, Noten eintragen
899488;Arbeitsplatzorganisation und Absprache d. Praktikumsbesuche
909155;Catering Abi
962914;Deinstallieren/Neuinstallieren der notebook-Software
964462;Vorbereitung Schulfest
991392;Unterrichtsplan SJ 24/25
993112;Noer
996639;Festplatte Arbeitsrechmer
145598;Newsletter Nehörde
253008;Beurteilung
95741;Bewerbung Mentorinprogramm
195961;Vorbereitung LEG
204591;Arbeitsorganisation(To Do‘s)
262256;Wochenplanung (To Do‘s)
844828;Organisation von Praktikumsbesuchen
529779;Gesundheitsumfrage
585255;Curriculum Mathe
400267;Raum fegen
468123;Klausuren zu Gaia bringen
486562;Suche nach Vertretung Pausenaufsicht M2
547189;Planung Workshop 1
548016;Workshops 2
549364;Fortbildung Ganztagskonferenz erstellen
575368;Ergebnisse zusammengefasst Workshops Digitalisierung
683081;Mail @Schulinspektion
847908;Praktikumsbesuch
277179;Teilzeitantrag
137868;Ausgleich für die Skireise
164558;Ausgleich letztes Schuljahr
164566;Ausgleich letztes Schuljahr
166117;Ausgleich letztes Schuljahr
232746;Ausgleich letztes Schuljahr
292957;Ausgleich letztes SJ
392899;Umfrage Digitalisierung
811029;Global Goals Festival
754422;Vorbereitung für WP8 Musikfest
768997;Abimappen beschriften
769002;Abimappen beschriften
803748;Infoportal
838656;Infoportal
657671;Ausfüllen des Wunschzettels für Unterrichtsverteilung und Stundenplan für nächstes Schuljahr
666477;Kümmern um verletzte Schülerin
313148;Jahrgangssprecher: Konferenzvorbereitung mit Rde
323237;Noten ausrechnen und eintragen
325899;Konzeption von Präsentationsleistungen, Aufgaben und Erwartungshorizont
420347;Organisation Einladung Ehemaligentreffen
480528;PL Vorbereitung
43211;Umziehen für den Sportunterricht
43767;Umziehen nach dem Sportunterricht
167353;Teilnahme an schulischer Veranstaltung Chor der Schüler
855048;Einkauf Baumarkt und Umtopfen von Schulpflanzen
252507;Fortbildungsangebote sichten
754423;Sonderprobe WP 8 Musikfest
754434;Probe WP8 Musikfest
754439;Vorbereitung WP8 Musikfest
859271;Kollegiumsgeschenke
391993;Belastungsstudie
140545;Kauf Blumentöpfe mit S4
418369;Kollegen bei einem technischen Problem helfen (Exceltabelle fixen)
70232;Arbeitsorganisation für die nächsten Tage
80834;Pflege von digitalen Kursbüchern
89210;Wochenendarbeit strukturieren
185398;Probe mit Schüler:innengruppe
89920;Vorbereitung der Geko
381040;Cheer-Curriculum
649205;Kollegen hatten nach Unterstützung gebeten, weil es einen größeren Konflikt mit vielen Schaulustigen gab
684247;Thorsten an Aufsicht erinnert
684248;Überarbeitung der Beurteilungskriterien-Übersicht (Excel)
688955;Schüler mit Wasserpistole am Schultor gesehen, angesprochen. Er wollte die Pistole nicht abgeben, kurze Diskussion. Mit Schüler zum Sekretariat gegangen, um Nummer der Eltern zu erfragen. Der Schüler meinte es ginge ihm so schlecht, dass er nach Hause müsse. Mutter angerufen und Klassenlehrerin informiert.
773976;Toilette und Klassenraum für SuS aufgeschlossen (Rucksack vergessen)
816513;Hospitation an einer anderen Stadtteilschule
818463;Schüler, der sich nicht an Regeln gehalten hat aufmerksam gemacht. Regeln klar gemacht. Bei Weigerung Wasserpistole abzugeben zur Schulleitung gebracht
818480;Erledigen der Klassendienste beaufsichtigen
838097;Text für Abschlussbuch auf Bitte von Schüler:innen verfasst
280037;OP Vincent
497256;Umfrage zur Englandfahrt
760232;Informationstreffen Schulentwicklung
179055;Gedanken und Ausarbeitung (Visualisierung) zur Änderung der Stundentafel (ggf. aus Sicht des Fachleiters, ggf. einfach aus Sicht einer Lehrkraft, daher unklar ob U, A oder F oder überhaupt Arbeitszeit bzw. Freizeitvergnügen - es lag kein dienstlicher Auftrag vor). Kommunikation an Schulleitung.
562133;Online-Fragebogen zur Gefährungsbeurteilung
95699;Schilf Nachbearbeitung
583392;Arbeitszeit kümmern
653096;Coaching
377237;Gutachten Ausland
408012;Stammdatenblatt prüfen und verstehen
684037;Feiertag
684038;Brückentag
788638;Auszählung Bezirkswahl
65507;Fegedienst
528520;Supervision
642274;Mediation
478557;Planung Dienstreise
155469;Hausbesuch Schüler:in
271010;Klavier gelernt für spontane Konzertbegleitung Wunderfinder
397652;Umfrage Arbeitszeiterfassung
522934;Vorbereitung auf GTK - ABs raussuchen und Sprachsensible Unterlagen sichten
657447;Aktenpflege Marta mit Silke
839816;Prüfungstag Vorsingen
839818;Prüfungstag Vorsingen
839861;Tag der Künste (Schulveranstaltung)
602401;Theater des Jahrgangs
468957;Einstand neue Kolleg_innen
418940;PL Elio
556338;Schülerinnen gesucht für Gespräch, Flurgespräche, Fach geleert
636428;Ins Fach geschaut, Jan gesucht
666805;Planung WAZ fürs neue Schuljahr
859606;Unterstützung Aufbau Kinoabend
335181;Kollegiumsfoto für Jahrbuch
822473;Recherche/Besuch Schulfest
527676;SFP
527681;Befragung zur Arbeitsbelastung
775969;Coopsoq Feedback
177517;E-Mail schreiben zur Orga eines Ausfluges als Fachlehrkraft
367972;Bewerbungsgespräch
177557;E-Mail Ausflug Bio 12 (Fachlehrkraft)
178289;Weiterbildung buchen
225546;Planung Exkursion mit der S4
392323;E-Mails lesen
428446;Teilnahme am Fragebogen zur Arbeitsbelastung
443224;Feueralarmprobe
461793;Wünsche für nächstes Schuljahr eintragen
613597;Teilnahme an Umfrage zur Vorbereitung einer Lehrerkonferenz
367974;Bewerbungsgespräch
378587;Abrechnung Einkäufe Arbeit und Beruf
222890;Bücher für die Schüler aus der Lernmittelabteilung geholt und vorbereitet.
244699;Arbeitsmaterial drucken
244728;Drucken
386472;Umfrage
427278;Aufsicht Nachschreiben Einzelschülerin (keine normale A Zeit)
832376;Beurteilung Bb
563988;Abiturrichtlinien für SuS aufbereiten
768229;Durchführung einer Präsentationsleistung mit einer Schülerin
219747;Aufräumen und Putzen nach Einbruch in der Schule
389930;Fragebogen Arbeitszeitstudie digitale Arbeit
277394;Beitrag für Konferenz vorbereiten
174368;versuchen WLAN wiederherzustellen...erfolglos
209922;Fortbildungen suchen und anmelden
279068;Emails
354461;diverse Emails
668008;Hochrad Dialog
509670;Üben und Absprachen Chorkonzert
518511;Üben für Chorkonzert
584732;Üben für Konzert, Probeaufnahme für Studioaufnahme
637434;Üben und Recording für Chorkonzert, Mail-Kommunikation
256459;Vertretungsmaterial/ Aufgaben auf LMS im Krankheitfall erstellt
515201;Fragebogenbearbeitung im Rahmen der Gefährdungsbeurteilung
515340;Einsatzplanung und Unterrichtsverteilungswünsche: Formulare der Schulleitung ausfüllen, speichern und zumailen.
708749;Nachforschung im Schulbüro zum Antrag auf Reisekostenerstattung für die Berlinfahrt 2024 und Absprache mit KLM
81637;Multi Studie
84684;Multi Studie
105403;Multi Studie
600383;Arbeit am Mathecurriculum
717485;Teilnahme KL 5-Treffen (Medien)
411812;Unterrichtsplanung 2024/2025
845182;Bücherabgabe
93191;Reisekostenabrechnung
745715;Beurteilungsgespräch A14 mit Eric
767684;Umfrage psychosoziale Situation
619107;Gefährdungsbeurteilung
778205;Konzept Ausbildungsbeauftragte
779337;Konzept Ausbildungsbeauftrage
794870;Noteneintragungen DIVIS
523197;Nachschreiberorga
653255;Nachschreibeorga
770234;Mails bzgl. zukünftiger Fachleitung Mathe
832453;Check Unterrichtsverteilung
742363;Vorbereitung Abitur mündlich
777709;mdl. Abitiur Vorbereitung
379331;Unterrichtswünsche/ Planung fürs neue Schuljahr
751695;Protokoll schreiben
258041;Elternabend
48771;Arbeit am Konzept für Beförderungsstelle
53908;Arbeit am Konzept für Beförderungsstelle
58719;Arbeit an Konzept für Beförderungsstelle
68959;Arbeit am Konzept für Beförderungsstelle
67142;Nachsorge Gesundheitstag
198320;Vorbereitung Beurteilung
281002;Portfolio Beurteilung
299552;Vorbereitung Beurteilung
302099;Beurteilung
373461;Arbeitszeitantrag
515417;Beurteilungsgespräch Vorbereitung
123603;Deputat
183451;Küche
237096;Küche, Teamtisch
352494;Gtk email
386464;Arbeitszeit und Arbeitsbelastung Umfrage
386828;Arbeitszeitbelastungsstudie
524908;Waz/ Eintragen Arbeitszeit nächstes SJ/ Berechnung...
558377;VB abgleichen/ Vertretungsübersicht klären
737451;Waz neues Schuljahr, Vertretungsstd. Abrechnung
88701;Vorbereitung Beurteilung
282256;Zuschauen beim Floorball-Turnier 6. Jg. und Gespräche mit Schüler:innen und Kolleg:innen
584641;Wünsche zur Unterrichtsverteilung aufschreiben
269820;Vorbereitung personalärztlicher Dienst
280973;Vorbereitung personalärztlicher Dienst
292991;Telefonat Personalsachbearbeiterin
299314;Telefonat personalärztlicher Dienst
302949;Vorbereitung personalärztlicher Dienst
314398;Fragebogen personalärztlicher Dienst
323121;Fragebogen personalärztlicher Dienst
115841;Fortbildungsverwaltung
49327;Aktualisierung Antrag 11-Stellen-Pool
197040;Flügel in 205 bewässern - Info von Katja
754678;gemischte Orga
56699;Spende für den Theaterfundus vom Auto in den Raum bringen
630012;Wahlhelferin zur Nachwahl eines PR-Mitglieds
171367;Auladienst
207183;Nacharbeit/ Auladienst
52678;Vertretungsplan prüfen
91450;Suche nach Handy einer Schülerin
122151;Krankheit Kommunikation
270662;Eduport Zugang neu probieren....
171438;Aufschließen
124076;digitale Hilfe Kolleg*innen
153014;Arbeitszeitkonto und Vertretungen überprüfen
877221;Schulfotograf
303473;Informationen über Lachgas einholen, lesen und Video
312751;Planung Fortbildung, Lesen des Angebots
421207;Planung Schulgarten
461384;VB Schulgarten
509105;Kopieren für Kollegen
7310;Vergeblich versucht bei Divis anzumelden. Versucht, Passwort zu ändern. Drei verschiedene Fehlermeldungen erhalten.
262407;Bücher ausleihen
549618;WAZ Einsatzplan neues Schuljahr
397145;Ferien
397147;Ferien
397149;Ferien
601872;Prüfung Konstantin (LiV)
75495;Empfehlungsschreiben
54079;Betreuung Amir
91494;Amir pendeln
683282;Pendeln Ewa und Amir
737042;Zeugnisse
268300;Vorbereitung teneriffa
268301;Vorbereitung teneriffa
416883;Teilnahme Befragung
762231;Ausräumen Französischschrank
390624;Mails lesen
717309;Gespräch mit Jan
107885;Präsentation Oberstufenprofile
358803;Extra zur Schule fahren um weitere Kostenübernahmen (weitere Unterschriften für Klassenfahrt) abzuholen
212427;Einsatzplanung Schuljahr 2024/2025
270100;Einsatzplanung Schuljahr 24/25
326105;To-do-Liste
398064;Ball ins Spielhaus bringen
779982;"Teilnahme an mündlicher Prüfung als Gast; vorgegeben durch Schulleitung"
794237;Sammlungspflege, nicht verWAZt
795589;Sammlungspflege, nicht verWAZt
478634;Kollegiumsausflug
460119;Umfrage Gefährdungsbeurteilung
354313;ESA mündlich Vorbereitung
362691;ESA Prüfungen
371491;MSA Prüfungen
627453;Leas Masterarbeit
746361;Zeugnisse
754510;Kultur
67278;Hausmeister suchen wegen nicht funktionierender Steckdosen
101824;Umfrage Steuergruppe: Schulleitungsfeedback
128528;SÜ 10 Mathe Anwesenheit und Protokoll scannen und mailen
190120;Awunschztettel Unterricht nächstes Jahr
230756;Gespräch Rh
334709;Konfliktemail
380666;Surfacefrage
408437;Fzndsachenplatz finden, Fundsachen ablegen
546354;Besprechung S2 Test, Zweitkorrekturverteilung
773704;Mailkontrolle
397977;Fahrtkostenabrechnung
400586;Schulsachen packen morgen
458418;Schul iPad aktualisieren
67894;Auslagenrechnung erstellen
262537;Nachprüfung einer sÜ aufgrund Plagiatsverdacht, Klärung mit KuK
42805;Raussuchen und Anmelden zu Fobis
174700;Fobi: Nachgelesen
172757;Einrichtung der Krankenkassenversicherung wegen der Verbeamtung -- Besuch in die Filiale der Krankenkasse
385092;Konfliktmenegement: Kommunikation mit Eltern
80958;Planung Klassenarbeiten
537908;Küchendienst
563002;Küchendienst
621115;Vorbereitung Abitur
872776;Aufräumen Schulfest
872782;Aufräumen Schulfest
104710;Ausbildung
643846;IQB Studie
585013;Findungsausschuss
775278;Feueralarm
154644;Gefährdungsumfrage
197981;Beurteilungsgespräch
593856;Fragebogen Schulinspektion
707279;KV Orga
789313;Fahrtzeit Fortbildungen unterrichtsfreier Tag
378660;Fundsachensuche im Bornbrook für SuS
530943;Versorgung einer verletzten KollegIn
642536;SpoHallenfenster platzt, Halle säubern und bewachen, bis SL und Sbau da
212406;Vorabitur
641256;Arbeitsunfall - Krankenkasse und Beihilfe Formulare ausfüllen und Rechnung
839726;Besprechung mit Zweitkorrekteur Bio
406800;Ostermontag
406802;Karfreitag
609222;Feiertag
303543;Pflege Onlineauftritt des Fachbereichs Kunst (ohne Funktionsstelle): Instagramauftritt
390414;Gutachten für eine ehemalige Schülerin schreiben, diesbezgüglicher Mailverkehr
753775;Zweitkorrektur sÜ Nachschreiber
794719;HDMI-Kabel und Adapter für die Schule aussuchen und bestellen (vom eigenen Geld)
539514;Vorbereitung Kamerun Austausch
570255;Verabschiedung fr Heindorf
570706;Zeitschriften in die Schule
501135;Eintritt in die Elternzeit am 05.04.2024, Dauer bis 05.06.2024
231054;Schnellumfragen zu Wahlen, Informationen aus Konferenz lesen
244265;Kaputten Tisch im Chemieraum sichern, wegräumen etc.
820430;Vorbereitung auf die allgemeine Lehrerkonferenz
1004929;Kurshefte Anlegen, etc.
84810;WAZ für Projekt
123057;E-Mail mit Schüler:innen
123758;Biss-Lesetraining Eingabe
126832;Betreuung einer Nachschreiberin
659857;Beurteilung
10267;TdoT
17598;Spieletag
105077;Beurteilungsbogen ausfüllen
113712;Nachgespräch Beurteilung
871512;Rechnungen einreichen, Sachen absprechen im Zuge meiner Krankschreibung
264921;Vorbereitung auf das Gespräch mit Sabrina anlässlich der anstehenden Regelbeurteilung
810640;Begleitung im Unterricht als DB
810646;Betreuung Kinder mit Pausenverbot
146960;Schnupperunterricht Latein
163711;Schnupperunterricht Latein
204134;Schnupperunterricht Latein
204142;Betreuung Generalprobe Musikabend
204146;Musikabend
205338;Schnupperunterricht Latein
255935;Lerngruppenbeschreibung & Entwurf Beurteilungshospi
267950;Entwurf Beurteilungshospitation (Lerngruppenbeschreibung, Verlaufsplan, ...)
280139;Entwurf Beurteilungshospi
338378;Beurteilungsportfolio erstellen
348725;Beurteilungsportfolio
591963;Abfrage Bunte Woche, Mails, Teamsnachrichten
16982;IT Probleme
26872;Vertretungsorganisation
563906;Hospitation MBS
321568;Überprüfung Vertretungsstundenauszug
323213;Überprfg. Arbeitszeit
55629;Klassendienst SuS 6
90713;E-Mails beantworten
90717;E-Mails
90720;E-Mails
146277;Vitrine Ges. 6
196919;LaptopWagem
237522;Vorbereitung für Konferenz
278540;Eishan Bewerbung
319216;Organisatorisches - Nachschreiber Klausur
639768;Marwin Examen
853243;Noten // Bewertungen
855455;Noten
855477;Noten
855488;Noten
650907;Gefährdungsbeurteilung
100710;Sichtung sÜ10
479704;Abgabe Protokoll Leko
479733;Umfrage Arbeitsbelastung
735337;Weg Hagenbeck -Schule
735341;Weg Schule Gr
863205;Theater S2
863221;Noten und Fehlzeiten S2
88521;Wege in der Schule
77955;Schlüsselzugang Keller und Musik orga
456615;mündliche Überprüfungen 10
456616;Prüfungen
529221;Frageboben ausfüllen
355010;Finanzierungsantrag Italienisch
574161;Arztrg einreichen
630952;Krankenkasse
527513;Teilnahme an Umfrage
367081;Organisation Nachschreiben
367091;Orga nachschreiben
187167;Gespräch mit AL: Terminvereinbarung zur Anlassbeurteilung
644952;Brückentag
91561;Teamraum aufräumen
105637;Milch fürs Team kaufen
477211;Lehrerumfragen
358405;Schulischer Theaterabend
691125;känguru
691247;känguru vorbereiten excel
630426;Verarztung verletzter Schüler, Krankenwagen
529051;Beurteilungs-Schreiben
557902;Übersicht Sammlung
681583;Feiertag
388688;Empfehlungsschreiben für eine Schülerin
716171;BSB
570171;Fortbildung
676164;Mentorentätigkeit
300659;Gemeinschaftliche Tätigkeit
312840;Teilzeitantrag stellen, Infos sammeln
388906;IT Einrichtung und Erarbeitung Kenntnisse OpenAI
388946;IT Einrichtung und Erarbeitung Kenntnisse OpenAI
611682;Orga: Kalendereinträge übertragen und abstimmen für U, F und A Zeiten.
248230;Kranke Schülerin betreuen
574298;Buffetbereitstellung
55436;Planung eigene Unterrichtsverteilung
288098;Planung eigene Unterrichtsverteilung Schujahr 24/25
300222;Aufsicht Nachschreiber (ohne A-Zeit, ohne WAZ)
553951;Feueralarm
211211;Gespräch mit SL wegen Beurteilung
407580;Noten berechnen
221802;aufräumen Schule nach Einbruch
384552;Kunstpioniere
548693;100-Jahrfeier
184678;Kollegiumsfoto
387688;Teilnahme an Umfrage
540804;Tätigkeit als Schöffe am Amtsgericht Mitte
585783;Schöffentätigkeit
623466;Einsatz als Schöffe
734224;Auswahl Lektüre für Lesekiste (Original Kinderbücher) Englisch JG 5-7 Vorschläge an die Fachschaft mit Bestellnummern und Preisen
407321;Check Kontoauszug 2. HJ
726256;Versuchte Teilnahme an der Umfrage der Steuergruppe zur Evaluation der PLs in Kl. 9 und 10 - Fragen unklar - Bitte um Klärung (Mail an Steuergruppe)
861326;Teilnahme an der Evaluationsumfrage zu PLs in 9 und 10
104102;Aussprache Team
529;Feuerarlarm
7421;Unterstützung beim Eintragen der Stammdaten
164343;Fototermin KuK
332129;Vorbereitung Beurteilungsgespräch
734284;Schreiben eines Unterrichtsvorhabens im Rahmen der neuen Bildungspläne
123955;Medizinischer Notfall
309870;päd Pausengespräche
204326;Vorbereitung der Parisreise
374811;Planung SJ 24/25
844106;Schulbuchverlag Rabatte
7024;Betreuung einer möglichen Kollegin vor einer Hospi.
56673;Umfrage 1 Halbjahr ausfüllen
73463;Umfrage 1 Halbjahr
95540;Evaluation 1 HJ
103493;Antrag auf Sonderurlaub, Ausplanen Unterricht, Untis Bogen
106576;Prüfen Untis für SL
127100;Iserv Fehleintrag
133184;Klausur bei IServ umtragen
185798;Taschenkontrolle Beistand
214128;Offenes Fenster LZ
224309;Materialkauf
256705;Hamburg räumt auf
256966;Hamburg räumt auf
257515;Hamburg räumt auf
265178;Hamburg räumt auf
266610;Hamburg räumt auf
266618;Hamburg räumt auf
280475;Wegräumen nach Auswahlgesprächen
280682;Orga Hamburg räumt auf
286990;Hamburg räumt auf
290193;Hamburg räumt auf
303641;Planung nächstes SJ
308035;Geschirrspüler
308036;Geschirrspüler
312037;Planung nächstes Schuljahr
313697;Zweitprüferin Vorbereitung
337162;Unterrichtsplanung 24/25
347337;Fehlzeiten Divis
347994;Orga Nachschreiben
357272;Divis Fehlzeiten
378049;Einladung zu FoBi lesen/ FoBi-Angebote checken
383184;FoBi Infos
390513;Terminplanung
397062;Stundeplanung mit SL
398389;Todesfall und Termine mit SL klären
491765;FoBi Lektüre
498619;IPadkoffer
500406;Fehlzeiten eintragen DiVis
509183;Trennwände
529924;Digitales Dienstbuch
530597;Bücher suchen
530770;Stundenplan nächstes Jahr
576461;Divis
591806;GEW Gewerkschaftstag
606581;Päd. JT Konzept lesen
606716;Ausfüllen Leistungswarnung
606744;SL Fenster im Raum offen
614554;Orga Mail Dienstbuch
614641;Terminplan Webuntis (Tut)
